name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
netherland,2022-05-07,13.9,11.3,12.2,13.9,11.3,12.2,11.7,96.7,2.216,100,54.17,rain,0,0,30.6,15.1,319,1008.2,92.3,9.1,73,6.3,3,10,2022-05-07T05:42:19,2022-05-07T19:34:31,0.22,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72327400372,99999963855,KSRB,D3823,K8A3,TR889"
netherland,2022-05-08,18.4,9.9,14.1,18.4,9.1,14.1,10.9,82.1,0,0,0,rain,0,0,27.4,12.5,53.2,1013.7,63.6,14.6,202.8,17.7,6,10,2022-05-08T05:41:21,2022-05-08T19:35:22,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-09,25.6,12,18.8,25.6,12,18.8,12.4,68.2,0,0,0,,0,0,35.6,15.4,167.4,1018.2,4.2,16,331,28.4,10,10,2022-05-09T05:40:24,2022-05-09T19:36:12,0.29,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-10,26.4,12.6,19.9,26.4,12.6,19.9,13.8,70,0,0,0,,0,0,26.6,12.1,207.4,1022.6,27.2,15.9,301.1,26,10,15,2022-05-10T05:39:29,2022-05-10T19:37:03,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-11,27.7,15.5,21.1,29.5,15.5,21.5,18,83.5,0,0,0,rain,0,0,19.1,10.7,6,1021.8,59.9,14.2,197.6,17,7,60,2022-05-11T05:38:35,2022-05-11T19:37:53,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-12,28.7,13.1,21.2,28.1,13.1,21.1,14.4,69.5,0,0,0,,0,0,20.5,12.3,57.4,1018.6,12.5,13.4,319.5,27.5,10,10,2022-05-12T05:37:43,2022-05-12T19:38:43,0.39,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-13,27.1,14.6,20.7,27.4,14.6,20.8,14.8,70.3,0.24,100,8.33,rain,0,0,31.7,14.4,123.5,1016.6,26.4,16,275.5,23.8,9,30,2022-05-13T05:36:52,2022-05-13T19:39:32,0.42,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"72327400372,99999963855,72325003847,KCSV,KSRB,K8A3,TR889"
netherland,2022-05-14,25.5,16.6,19.8,25.5,16.6,19.8,16.1,79.9,5.762,100,29.17,rain,0,0,53.6,10.6,226.3,1015.5,40.1,15,210.5,17.8,8,30,2022-05-14T05:36:02,2022-05-14T19:40:22,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72327400372,99999963855,72325003847,KCSV,KSRB,K8A3,TR889"
netherland,2022-05-15,26.7,15.6,20.5,27.1,15.6,20.5,16.2,79.3,1.512,100,20.83,rain,0,0,21.6,9.2,298,1013.9,32,14.6,316.4,27.5,10,30,2022-05-15T05:35:14,2022-05-15T19:41:11,0.5,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72327400372,99999963855,72325003847,KCSV,KSRB,D3823,K8A3"
netherland,2022-05-16,22.4,13.6,18.8,22.4,13.6,18.8,13.1,71.8,0,0,0,rain,0,0,27.1,12.8,321.4,1013.5,40.9,15.9,301,26,10,10,2022-05-16T05:34:28,2022-05-16T19:41:59,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,72325003847,TT542,KCSV,KSRB,D3823,K8A3"
netherland,2022-05-17,25.7,11,18.3,25.7,11,18.3,9.9,62.1,0,0,0,,0,0,22.5,9.6,305.5,1017.6,0.6,15.8,293.3,25.3,10,10,2022-05-17T05:33:42,2022-05-17T19:42:47,0.55,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,72325003847,KCSV,KSRB,D3823,K8A3,TR889"
netherland,2022-05-18,27.8,12.9,21,27.6,12.9,21,13.5,64.9,0,0,0,rain,0,0,41.6,26.1,214,1014.3,5.9,15.8,281.5,24.3,9,30,2022-05-18T05:32:59,2022-05-18T19:43:35,0.59,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,72325003847,KSRB,D3823,K8A3"
netherland,2022-05-19,29.8,19.9,24.6,31.7,19.9,25.1,19.1,73.3,0,0,0,rain,0,0,38.5,18,209.2,1010.2,39.7,15.9,236.3,20.5,8,100,2022-05-19T05:32:17,2022-05-19T19:44:23,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,72325003847,KCSV,KSRB,D3823,K8A3"
netherland,2022-05-20,29.2,21.2,25.3,29.9,21.2,25.6,17.6,63,0,0,0,,0,0,43.6,26.3,201.5,1011.4,12.8,16,288,24.8,10,60,2022-05-20T05:31:36,2022-05-20T19:45:09,0.66,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-21,30.2,20.2,25,30.5,20.2,25.2,18.3,68.5,1.714,100,4.17,rain,0,0,46.4,17.6,209,1018.2,32.5,15.8,306.8,26.6,10,75,2022-05-21T05:30:57,2022-05-21T19:45:56,0.69,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-22,23.9,18,20.4,23.9,18,20.4,18,86.9,4.153,100,25,rain,0,0,31.7,13,359.2,1021.9,80.8,14.8,218,18.9,10,10,2022-05-22T05:30:20,2022-05-22T19:46:42,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-23,17.6,13.9,15.9,17.6,13.9,15.9,15.5,97.9,10.437,100,45.83,rain,0,0,30.9,14.4,22,1019.9,95.1,6.7,54.4,5,2,10,2022-05-23T05:29:44,2022-05-23T19:47:27,0.76,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72327400372,99999963855,TT542,KSRB,D3823,K8A3"
netherland,2022-05-24,25.3,14.3,18.8,25.3,14.3,18.8,16.6,87.8,0.454,100,16.67,rain,0,0,33.5,16,82.2,1018.6,78.7,12.7,218.3,18.8,10,30,2022-05-24T05:29:10,2022-05-24T19:48:11,0.8,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,rain,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-25,26.2,18.8,21.8,26.2,18.8,21.8,18.1,80.1,0.359,100,8.33,rain,0,0,45.8,28.2,173.8,1017.5,60.8,15.8,208.3,18.1,8,30,2022-05-25T05:28:37,2022-05-25T19:48:55,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72327400372,99999963855,KSRB,D3823,K8A3"
netherland,2022-05-26,22.2,15.9,19.7,22.2,15.9,19.7,17.5,87.7,10.633,100,62.5,rain,0,0,57.6,19.7,192.5,1013.9,68.5,14.9,89.4,7.6,4,30,2022-05-26T05:28:06,2022-05-26T19:49:39,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72327400372,99999963855,KSRB,D3823,K8A3,TR889"
netherland,2022-05-27,20.4,14.2,17.2,20.4,14.2,17.2,14.4,84.6,1.939,100,25,rain,0,0,33.5,18.5,242.5,1011.9,72.6,15.8,208.3,17.9,9,10,2022-05-27T05:27:37,2022-05-27T19:50:21,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72327400372,99999963855,KSRB,D3823,K8A3,TR889"
netherland,2022-05-28,21.3,13.7,17.3,21.3,13.7,17.3,14.3,83.6,0,0,0,rain,0,0,27,7.9,336,1015,85.4,14.8,173.3,15,6,10,2022-05-28T05:27:09,2022-05-28T19:51:03,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72327400372,99999963855,TT542,KSRB,D3823,K8A3"
netherland,2022-05-29,27.6,11.7,20.4,27.6,11.7,20.4,14.4,72,0,0,0,,0,0,24.1,13.3,181,1015.9,15.2,14,267.5,23.1,10,10,2022-05-29T05:26:43,2022-05-29T19:51:44,0.97,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,72325003847,TT542,KCSV,KSRB,D3823,K8A3"
netherland,2022-05-30,30.1,17.4,24,30.5,17.4,24.1,16.4,64.8,0,0,0,rain,0,0,35.3,19.1,180.8,1017.8,6.7,16,324,28.1,10,60,2022-05-30T05:26:19,2022-05-30T19:52:24,0,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,KSRB,D3823,K8A3,TR889"
netherland,2022-05-31,30.5,19.7,24.8,31.1,19.7,25.2,18.3,68.7,0,0,0,rain,0,0,24.8,11.8,211.6,1019.3,4.4,16,338.8,29.2,10,60,2022-05-31T05:25:57,2022-05-31T19:53:03,0.04,Clear,Clear conditions throughout the day.,clear-day,"72327400372,99999963855,KSRB,D3823,K8A3,TR889"
